UID,CONTINENT,REGION_WB,WB_NAME,FORMAL_EN,NAME_EN,INCOME_GRP,cropland_area,cum_2030,cum_2040,cum_2050,cum_2060,cum_2075,cum_2080,cum_2100,25_50,50_75,75_100,30_40,40_50,50_60
120,Africa,Sub-Saharan Africa,Burundi,Republic of Burundi,Burundi,5. Low income,0.3349223475729101,0.0,8574.983406034937,408117.1831304435,1967364.8200617544,6777854.716569028,8863477.426905341,17438460.832940277,40.81171831304435,636.9737533438584,1066.0606116371248,0.8574983406034937,39.95421997244085,155.9247636931311
121,Africa,Sub-Saharan Africa,Rwanda,Republic of Rwanda,Rwanda,5. Low income,0.7355171060194965,0.0,12603.82112622779,599865.4144445235,2891704.054452213,9962336.301091067,13027860.085006153,25631681.21123394,59.98654144445235,936.2470886646545,1566.9344910142872,1.260382112622779,58.72615933182958,229.18386400076895
128,Africa,Sub-Saharan Africa,Uganda,Republic of Uganda,Uganda,5. Low income,4.716126520544364,0.0,71892.92589090133,3421667.0764576453,16494447.453918478,56825743.417142175,74311668.67794943,146204594.56885076,342.1667076457645,5340.407634068453,8937.885115170857,7.189292589090133,334.97741505667443,1307.278037746083
167,Africa,Sub-Saharan Africa,Madagascar,Republic of Madagascar,Madagascar,5. Low income,1.6914452438204324,0.0,74201.45420509289,3531539.017679323,17024094.821895953,58650454.76429935,76697864.38624762,150899318.5913405,353.1539017679323,5511.891574662002,9224.886382704117,7.4201454205092885,345.733756347423,1349.2555804216631
180,Seven seas (open ocean),Sub-Saharan Africa,Seychelles,Republic of Seychelles,Seychelles,3. Upper middle income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Seven seas (open ocean),Sub-Saharan Africa,Mauritius,Republic of Mauritius,Mauritius,3. Upper middle income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Africa,Sub-Saharan Africa,Comoros,Union of the Comoros,Comoros,5. Low income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Africa,Sub-Saharan Africa,"Congo, Rep. of",Republic of the Congo,Republic of the Congo,4. Lower middle income,0.1388941780570613,0.0,10834.259373432038,515645.0114734685,2485712.1854852084,8563635.92996198,11198763.758081285,22033023.131513324,51.56450114734685,804.799091848851,1346.9387201551344,1.0834259373432038,50.481075210003645,197.006717401174
29,Africa,Sub-Saharan Africa,"Congo, Democratic Republic of",Democratic Republic of the Congo,Democratic Republic of the Congo,5. Low income,3.0910198487383056,0.0,152354.73747044502,7251161.121694528,34954860.72406246,120424521.7814576,157480511.91574246,309835249.3861875,725.1161121694528,11317.336065976308,18941.072760472987,15.235473747044502,709.8806384224082,2770.369960236793
82,Africa,Sub-Saharan Africa,Central African Republic,Central African Republic,Central African Republic,5. Low income,0.20764870973791472,0.0,6232.219099597588,296615.81639790215,1429862.662922019,4926082.491211644,6441893.901501329,12674113.001098916,29.661581639790214,462.94666748137416,774.8030509887271,0.6232219099597588,29.038359729830454,113.32468465241168
98,Africa,Sub-Saharan Africa,Angola,People's Republic of Angola,Angola,3. Upper middle income,2.4990938215683816,0.0,112286.27264465662,5344145.303383638,25761923.040164534,88753529.49545299,116063996.37307914,228350269.01773575,534.4145303383638,8340.938419206936,13959.673952228279,11.228627264465663,523.1859030738981,2041.7777736780897
110,Africa,Sub-Saharan Africa,Chad,Republic of Chad,Chad,5. Low income,4.897240573428541,0.0,73181.07450493546,3482975.134901584,16789988.34843245,57843924.298183694,75643155.35522456,148824229.86016002,348.2975134901584,5436.094916328211,9098.030556197633,7.318107450493546,340.97940603966487,1330.7013213530868
141,Africa,Sub-Saharan Africa,Cameroon,Republic of Cameroon,Cameroon,4. Lower middle income,1.7266749987491399,0.0,42008.91029675863,1999369.249464267,9638135.53141192,33204762.891135395,43422244.74535554,85431155.04211417,199.9369249464267,3120.539364167113,5222.639215097877,4.200891029675863,195.73603391675084,763.8766281947653
142,Africa,Sub-Saharan Africa,Gabon,Gabonese Republic,Gabon,3. Upper middle income,0.0030775853510191255,0.0,241.9772115058094,11516.647119341156,55517.01159423005,191264.0884124166,250118.21603034163,492095.427536151,1.1516647119341157,17.974744129307545,30.083133912373437,0.024197721150580942,1.1274669907835346,4.400036447488889
159,Africa,Sub-Saharan Africa,Equatorial Guinea,Republic of Equatorial Guinea,Equatorial Guinea,2. High income: nonOECD,1.5978027937821871e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,Africa,Sub-Saharan Africa,São Tomé and Príncipe,Democratic Republic of São Tomé and Principe,São Tomé and Príncipe,4. Lower middle income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Africa,Sub-Saharan Africa,Sudan,Republic of the Sudan,Sudan,4. Lower middle income,15.603686941056752,0.0,30602.054463165838,1456472.1206016494,7021052.114232042,24188534.176508676,31631620.273492705,62233674.73665854,145.64721206016495,2273.2062055907027,3804.514056014986,3.060205446316584,142.58700661384836,556.4579993630392
33,Africa,Sub-Saharan Africa,Namibia,Republic of Namibia,Namibia,3. Upper middle income,0.5021300033981831,0.0,2410.515774835715,114725.92555981937,553046.4269211399,1905324.4700550423,2491614.4027076326,4902130.177543348,11.472592555981937,179.05985444952228,299.6805707488305,0.2410515774835715,11.231540978498366,43.832050136132054
34,Africa,Sub-Saharan Africa,South Africa,Republic of South Africa,South Africa,3. Upper middle income,7.124546422874153,0.0,9053.25083333898,430879.8108781543,2077094.0715956069,7155887.767414658,9357835.531779347,18411086.36511833,43.08798108781543,672.5007956536505,1125.519859770367,0.9053250833338979,42.18265600448153,164.62142607174525
103,Africa,Sub-Saharan Africa,Botswana,Republic of Botswana,Botswana,3. Upper middle income,0.24673109190795076,0.0,120.30975756657456,5726.014504776865,27602.757152865903,95095.46772976709,124357.42087585831,244667.17844243287,0.5726014504776865,8.936945322499023,14.957171071266577,0.012030975756657456,0.560570474721029,2.187674264808904
119,Africa,Sub-Saharan Africa,eSwatini,Kingdom of eSwatini,eSwatini,4. Lower middle income,0.09336673106761476,0.0,261.1945597005621,12431.276295994683,59926.06208249401,206453.90137579615,269982.106590094,531176.6662906561,1.2431276295994682,19.402262507980147,32.47227649148599,0.02611945597005621,1.217008173629412,4.749478578649933
140,Africa,Sub-Saharan Africa,Lesotho,Kingdom of Lesotho,Lesotho,4. Lower middle income,0.23128408800399264,0.0,419.42429750601866,19962.051788246226,96228.82850265592,331522.1521121667,433535.2754879815,852959.5729940002,1.9962051788246227,31.15601003239205,52.143742088183345,0.04194242975060187,1.9542627490740208,7.6266776714409685
79,Africa,Sub-Saharan Africa,Sierra Leone,Republic of Sierra Leone,Sierra Leone,5. Low income,0.024661928714871103,0.0,2687.8718629233326,127926.3925501967,616680.4404808047,2124552.7974813976,2778301.771017783,5466173.633941115,12.79263925501967,199.66264049312008,334.16208364597173,0.2687871862923333,12.523852068727336,48.875404793060795
80,Africa,Sub-Saharan Africa,Guinea,Republic of Guinea,Guinea,5. Low income,0.2744252843050029,0.0,16544.74362288937,787429.4145265509,3795872.833725341,13077327.767177396,17101369.72769071,33646113.35058008,78.74294145265509,1228.9898352650846,2056.8785583402687,1.654474362288937,77.08846709036615,300.844341919879
81,Africa,Sub-Saharan Africa,Liberia,Republic of Liberia,Liberia,5. Low income,0.0006522529549301334,0.0,21.75068129906844,1035.2004619270117,4990.274986426954,17192.214940932343,22482.45431920312,44233.13561827156,0.10352004619270117,1.6157014479005332,2.7040920677339217,0.002175068129906844,0.10134497806279433,0.39550745244999413
92,Africa,Sub-Saharan Africa,Côte d'Ivoire,Republic of Ivory Coast,Ivory Coast,4. Lower middle income,1.1122729815353802,0.0,27743.35479268625,1320415.3608753318,6365178.522818966,21928955.33800294,28676743.41836491,56420098.21105116,132.0415360875332,2060.8539977127607,3449.1142873048216,2.774335479268625,129.26720060826457,504.4763161943634
94,Africa,Sub-Saharan Africa,Mali,Republic of Mali,Mali,5. Low income,5.12657482952839,0.0,61929.76650973964,2947481.139391262,14208592.387496918,48950644.00225467,64013311.9238784,125943078.43361804,294.7481139391262,4600.316286286341,7699.243443136337,6.192976650973963,288.55513728815225,1126.1111248105656
95,Africa,Sub-Saharan Africa,Senegal,Republic of Senegal,Senegal,4. Lower middle income,2.863567768289368,0.0,17470.49218159837,831489.429126869,4008268.0140291494,13809059.706225442,18058263.877168898,35528756.05876727,83.14894291268689,1297.7570277098573,2171.969635254183,1.747049218159837,81.40189369452706,317.67785849022806
96,Africa,Sub-Saharan Africa,Nigeria,Federal Republic of Nigeria,Nigeria,4. Lower middle income,27.256879120013068,0.0,679777.7649908782,32353297.197932266,155961918.172581,537311235.7767988,702647992.4227464,1382425757.4136245,3235.3297197932266,50495.79385788666,84511.45216368257,67.97777649908782,3167.351943294139,12360.862097464871
97,Africa,Sub-Saharan Africa,Benin,Republic of Benin,Benin,5. Low income,2.2222404859795915,0.0,58998.88846654012,2807989.127051316,13536158.858351652,46634013.7969055,60983828.34976108,119982716.8163012,280.7989127051316,4382.602466985419,7334.87030193957,5.899888846654012,274.8990238584776,1072.8169731300336
143,Africa,Sub-Saharan Africa,Niger,Republic of Niger,Niger,5. Low income,6.681380124247186,0.0,8813.313237217422,419460.23707614513,2022045.0104758479,6966235.835679118,9109825.551306074,17923138.7885235,41.946023707614515,654.6775598602973,1095.6902952844382,0.8813313237217423,41.06469238389277,160.25847733997028
144,Africa,Sub-Saharan Africa,Burkina Faso,Burkina Faso,Burkina Faso,5. Low income,3.5152026502145794,0.0,45155.38575106437,2149122.3904786967,10360033.734927082,35691806.01281954,46674579.22146928,91829964.97253366,214.91223904786966,3354.2683622340846,5613.815895971412,4.515538575106437,210.39670047276323,821.0911344448385
145,Africa,Sub-Saharan Africa,Togo,Togolese Republic,Togo,5. Low income,1.1006075307264827,0.0,29942.74345182538,1425092.9166995427,6869785.898570603,23667400.31113527,30950127.611686096,60892871.063511476,142.50929166995428,2224.2307394435725,3722.5470752376204,2.994274345182538,139.51501732477172,544.469298187106
146,Africa,Sub-Saharan Africa,Ghana,Republic of Ghana,Ghana,4. Lower middle income,2.4513960633128145,0.0,57563.86394435931,2739690.666519793,13206920.114999972,45499738.98079214,59500524.3178893,117064388.26224862,273.96906665197935,4276.004831427235,7156.464928145647,5.756386394435931,268.2126802575434,1046.722944848018
147,Africa,Sub-Saharan Africa,Guinea-Bissau,Republic of Guinea-Bissau,Guinea-Bissau,5. Low income,0.04875568703504803,0.0,3763.9029324670223,179138.9428571681,863555.0490105199,2975071.3249864993,3890534.4884405425,7654437.420907564,17.913894285716808,279.5932382129331,467.93660959210655,0.37639029324670226,17.537503992470107,68.44161061533518
158,Africa,Sub-Saharan Africa,Mauritania,Islamic Republic of Mauritania,Mauritania,5. Low income,0.04151168281691098,0.0,18.100496284367107,861.4738019947681,4152.810323861432,14307.02874910472,18709.463638070883,36809.95992243799,0.0861473801994768,1.3445554947109952,2.250293117333327,0.0018100496284367106,0.0843373305710401,0.3291336521866664
160,Africa,Sub-Saharan Africa,"Gambia, The",Republic of the Gambia,The Gambia,5. Low income,0.23027629628163115,0.0,3020.914058511504,143777.18039328037,693090.5590980797,2387796.64406367,3122548.7325600344,6143462.791071538,14.377718039328037,224.40194636703896,375.5666147007868,0.3020914058511504,14.075626633476888,54.931337870479936
205,Africa,Sub-Saharan Africa,Cabo Verde,Republic of Cabo Verde,Cape Verde,4. Lower middle income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Africa,Middle East & North Africa,Djibouti,Republic of Djibouti,Djibouti,4. Lower middle income,5.810191603135492e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Africa,Middle East & North Africa,Morocco,Kingdom of Morocco,Morocco,4. Lower middle income,6.100245109746117,0.0,16369.573241035974,925805.9687154446,4190443.701484199,13499444.060042301,17484308.4756171,33853881.71665308,92.58059687154446,1257.3638091326857,2035.443765661078,1.6369573241035975,90.94363954744087,326.46377327687543
69,Africa,Middle East & North Africa,Libya,Libya,Libya,3. Upper middle income,0.8700029699967841,0.0,543.2175815274601,30722.491776912288,139058.1574442538,447973.52052394295,580209.6135893957,1123427.1951168557,3.0722491776912286,41.72510287470306,67.54536745929127,0.05432175815274601,3.017927419538483,10.83356656673415
70,Africa,Middle East & North Africa,Tunisia,Republic of Tunisia,Tunisia,3. Upper middle income,1.9550436845523502,0.0,3205.9707510791,181318.52389624825,820695.795985929,2643857.7338003432,3424290.9543392193,6630261.705418319,18.131852389624825,246.2539209904095,398.64039716179764,0.32059707510790997,17.811255314516917,63.93772720896806
117,Africa,Middle East & North Africa,Algeria,People's Democratic Republic of Algeria,Algeria,3. Upper middle income,5.60144224496639,0.0,15119.166007313333,855087.2967464417,3870352.209806942,12468274.69139951,16148751.007341519,31267917.014654852,85.50872967464417,1161.3187394653066,1879.9642323255346,1.5119166007313334,83.99681307391285,301.52649130605005
156,Africa,Middle East & North Africa,"Egypt, Arab Republic of",Arab Republic of Egypt,Egypt,4. Lower middle income,3.19380661311605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,North America,Latin America & Caribbean,Haiti,Republic of Haiti,Haiti,5. Low income,0.07355158730372939,0.0,17157.72819164,306386.1956989404,928464.9739502704,2417605.6403856915,3005308.0961617096,5360077.982879673,30.638619569894043,211.12194446867508,294.24723424939816,1.7157728191639998,28.92284675073004,62.207877825133004
109,North America,Latin America & Caribbean,Dominican Republic,Dominican Republic,Dominican Republic,3. Upper middle income,0.3257636977079182,0.0,62102.44997499928,1108965.7779224375,3360581.8296142584,8750531.053084461,10877721.899818921,19400818.749190286,110.89657779224375,764.1565275162023,1065.0287696105825,6.210244997499928,104.68633279474382,225.16160516918208
172,North America,Latin America & Caribbean,"Bahamas, The",Commonwealth of the Bahamas,The Bahamas,2. High income: nonOECD,0.0010182880193894007,0.0,195.18957502462993,3485.5075604372914,10562.393905908184,27503.140990073363,34188.95576127051,60977.26528194619,0.34855075604372915,2.401763342963607,3.3474124291872824,0.019518957502462995,0.32903179854126613,0.7076886345470893
183,North America,Latin America & Caribbean,Trinidad and Tobago,Republic of Trinidad and Tobago,Trinidad and Tobago,2. High income: nonOECD,0.002650570131511647,0.0,1884.933745626396,33659.33257693276,102000.38964853872,265596.1444476133,330160.6473297303,588853.7081524451,3.3659332576932757,23.19368118706805,32.32575637048319,0.18849337456263962,3.177439883130636,6.834105707160596
184,North America,Latin America & Caribbean,Grenada,Grenada,Grenada,3. Upper middle income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,North America,Latin America & Caribbean,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,3. Upper middle income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,North America,Latin America & Caribbean,Barbados,Barbados,Barbados,2. High income: nonOECD,0.0065958687589253995,0.0,3279.3276268901373,58559.07640166822,177455.94321505135,462072.88510988007,574399.4634360553,1024462.6570146612,5.855907640166822,40.35138087082119,56.238977190478124,0.3279327626890137,5.527974877477808,11.889686681338313
187,North America,Latin America & Caribbean,Saint Lucia,Saint Lucia,Saint Lucia,3. Upper middle income,0.00018268264765573415,0.0,179.3799144240755,3203.193858262231,9706.877607147344,25275.48449536872,31419.772075077984,56038.32390489829,0.3203193858262231,2.207229063710649,3.0762839409529565,0.017937991442407552,0.30238139438381556,0.6503683748885113
188,North America,Latin America & Caribbean,Dominica,Commonwealth of Dominica,Dominica,3. Upper middle income,5.159425516178833e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,North America,Latin America & Caribbean,Antigua and Barbuda,Antigua and Barbuda,Antigua and Barbuda,3. Upper middle income,0.0010678605833192966,0.0,91.0956384685366,1626.6982320386787,4929.505156684075,12835.8094332895,15956.101924257442,28458.297079766136,0.16266982320386789,1.120911120125082,1.5622487646476637,0.009109563846853661,0.1535602593570142,0.3302806924645396
191,North America,Latin America & Caribbean,Saint Kitts and Nevis,Federation of Saint Kitts and Nevis,Saint Kitts and Nevis,2. High income: nonOECD,0.00023147795457831714,0.0,32.6763949245511,583.5036094678004,1768.234571823706,4604.259712865525,5723.521967668159,10208.112812995096,0.05835036094678004,0.4020756103397725,0.5603853100129571,0.00326763949245511,0.055082721454324926,0.11847309623559053
197,North America,Latin America & Caribbean,Jamaica,Jamaica,Jamaica,3. Upper middle income,0.023519137299661184,0.0,6634.457204015329,118471.75107110682,359013.7963662131,934826.6261229209,1162076.2216399142,2072605.8596106558,11.847175107110681,81.63548750518142,113.7779233487735,0.6634457204015329,11.18372938670915,24.05420452951063
26,North America,Latin America & Caribbean,Costa Rica,Republic of Costa Rica,Costa Rica,3. Upper middle income,0.14326814899421925,0.0,98633.91004900195,1761309.4303213023,5337427.525450649,13897987.81076094,17276488.187450297,30813254.745263323,176.13094303213023,1213.6678380439637,1691.5266934502386,9.863391004900194,166.26755202723004,357.61180951293466
27,North America,Latin America & Caribbean,Nicaragua,Republic of Nicaragua,Nicaragua,4. Lower middle income,0.20141425504611052,0.0,96486.87029962761,1722969.6610069866,5221243.658757602,13595459.681731082,16900417.65704525,30142519.06508183,172.29696610069865,1187.2490020724094,1654.705938335075,9.648687029962762,162.6482790707359,349.8273997750615
112,North America,Latin America & Caribbean,El Salvador,Republic of El Salvador,El Salvador,4. Lower middle income,0.06546806385763516,0.0,45366.540031520795,810112.006498266,2454942.9235685864,6392361.613376536,7946298.515091573,14172516.877896817,81.0112006498266,558.2249606878271,778.0155264520281,4.53665400315208,76.47454664667453,164.48309170703203
113,North America,Latin America & Caribbean,Guatemala,Republic of Guatemala,Guatemala,4. Lower middle income,0.2932236522743717,0.0,195902.08810796158,3498230.9332841747,10600950.493002104,27603537.477875903,34313757.909552656,61199854.522655845,349.8230933284175,2410.5306544591726,3359.631704477994,19.59020881079616,330.2328845176213,710.2719559717929
131,North America,Latin America & Caribbean,Honduras,Republic of Honduras,Honduras,4. Lower middle income,0.09650815694743403,0.0,28911.547452008494,516274.5869762836,1564505.4433820874,4073774.768521573,5064079.967907423,9031973.651616592,51.627458697628356,355.7500181545289,495.81988830950183,2.8911547452008493,48.73630395242751,104.82308564058039
151,North America,Latin America & Caribbean,Mexico,United Mexican States,Mexico,3. Upper middle income,9.895400826426036,0.0,506085.9049979,9037194.982766595,27386086.977961455,71309914.9710724,88644839.84450726,158101345.73332998,903.7194982766595,6227.271998830581,8679.143076225757,50.608590499790004,853.1109077768695,1834.889199519486
152,North America,Latin America & Caribbean,Belize,Belize,Belize,4. Lower middle income,0.0479143396684515,0.0,17697.72886511174,316029.00797408103,957686.3082451195,2493694.307802247,3099893.3686285,5528774.309589545,31.602900797408104,217.76652998281656,303.50800017872984,1.7697728865111741,29.833127910896927,64.16573002710385
153,North America,Latin America & Caribbean,Panama,Republic of Panama,Panama,3. Upper middle income,0.09929155762747606,0.0,72202.96780593903,1289331.1035789424,3907156.3481077426,10173742.133604681,12646905.306485739,22556222.695249,128.93311035789424,888.4411030025739,1238.2480561644318,7.220296780593903,121.71281357730034,261.78252445288
2,South America,Latin America & Caribbean,Chile,Republic of Chile,Chile,3. Upper middle income,1.2120761104257975,0.0,163664.43763570173,2922561.999952987,8856457.925476257,23061098.948485244,28667085.40819434,51128805.57106303,292.2561999952987,2013.8536948532258,2806.7706622577784,16.366443763570174,275.88975623172854,593.389592552327
3,South America,Latin America & Caribbean,Bolivia,Plurinational State of Bolivia,Bolivia,4. Lower middle income,2.3048500444505637,0.0,266486.94890313136,4758667.439296002,14420545.383857327,37549280.62511772,46677239.324156806,83250580.2391968,475.86674392960015,3279.061318582172,4570.129961407909,26.648694890313134,449.21804903928705,966.1877944561325
4,South America,Latin America & Caribbean,Peru,Republic of Peru,Peru,3. Upper middle income,0.8994417529617217,0.0,27211.410306269812,485915.1742130522,1472505.0472282844,3834217.3453558553,4766287.866785128,8500850.44107465,48.59151742130522,334.8302171142803,466.66330957187955,2.721141030626981,45.87037639067824,98.65898730152321
5,South America,Latin America & Caribbean,Argentina,Argentine Republic,Argentina,3. Upper middle income,42.09289833325311,0.0,960251.6881319911,17147250.402509417,51962593.68659189,135304037.42780617,168195470.89585766,299982834.2127008,1714.7250402509417,11815.678702529674,16467.879678489462,96.0251688131991,1618.6998714377426,3481.5343284082473
21,South America,Latin America & Caribbean,Suriname,Republic of Suriname,Suriname,3. Upper middle income,0.032627089071502254,0.0,17547.803836989067,313351.79112500284,949573.3380560805,2472569.1571077066,3073632.8465009914,5481937.698509851,31.335179112500285,215.9217365982704,300.9368541402144,1.7547803836989067,29.58039872880138,63.622154693107774
22,South America,Latin America & Caribbean,Guyana,Co-operative Republic of Guyana,Guyana,4. Lower middle income,0.1162361144294399,0.0,63004.555803122996,1125074.7155224246,3409397.946459924,8877642.061834404,11035732.675987752,19682636.804211657,112.50747155224245,775.256734631198,1080.4994742377253,6.3004555803123,106.20701597193016,228.43232309374994
42,South America,Latin America & Caribbean,Brazil,Federative Republic of Brazil,Brazil,3. Upper middle income,46.06970319508584,0.0,14817312.249576494,264593300.46054995,801816841.8426895,2087829884.575651,2595366237.862748,4628931538.448437,26459.330046054994,182323.65841151008,254110.16538727857,1481.7312249576494,24977.598821097345,53722.35413821396
43,South America,Latin America & Caribbean,Uruguay,Oriental Republic of Uruguay,Uruguay,3. Upper middle income,2.5869777600596575,0.0,350556.18073587964,6259894.864563076,18969826.982900485,49395035.89012857,61402612.06832688,109513826.37243965,625.9894864563075,4313.514102556549,6011.879048231109,35.055618073587965,590.9338683827197,1270.993211833741
132,South America,Latin America & Caribbean,Ecuador,Republic of Ecuador,Ecuador,3. Upper middle income,0.3296547529364009,0.0,133783.88238626838,2388983.804402214,7239516.064560055,18850786.36502302,23433276.26948307,41794113.67480455,238.8983804402214,1646.1802560620806,2294.3327309781534,13.378388238626838,225.51999220159453,485.05322601578405
133,South America,Latin America & Caribbean,Colombia,Republic of Colombia,Colombia,3. Upper middle income,0.7351432937670003,0.0,395763.047405024,7067155.5778419515,21416129.419652663,55764898.766073845,69320942.56554736,123636461.2575361,706.7155577841952,4869.774318823189,6787.156249146226,39.5763047405024,667.1392530436927,1434.8973841810712
134,South America,Latin America & Caribbean,Paraguay,Republic of Paraguay,Paraguay,4. Lower middle income,2.5178764734239945,0.0,682862.7132777689,12193905.077000406,36952101.36292836,96218609.4097119,119608657.85136752,213326458.7180635,1219.3905077000406,8402.470433271148,11710.784930835162,68.28627132777689,1151.1042363722638,2475.8196285927957
154,South America,Latin America & Caribbean,"Venezuela, Republica Bolivariana de",Bolivarian Republic of Venezuela,Venezuela,3. Upper middle income,0.5964679878897143,0.0,120268.75507243902,2147643.669168657,6508165.026170063,16946440.54140956,21065997.741507668,37571984.99077694,214.76436691686573,1479.8796872240903,2062.554444936738,12.026875507243902,202.7374914096218,436.0521357001405
35,North America,Latin America & Caribbean,Saint-Martin (Fr.),Saint-Martin (French part),Saint Martin,2. High income: nonOECD,5.882907605469712e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,North America,Latin America & Caribbean,Sint Maarten (Neth.),Sint Maarten (Dutch part),Sint Maarten,2. High income: nonOECD,2.7600739333954926e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,North America,Latin America & Caribbean,Guantanamo Bay (US),,Guantanamo Bay Naval Base,2. High income: nonOECD,9.827277898886356e-05,0.0,3.167180160990046,56.55645489778244,171.38724968858256,446.2707729020921,554.7559719744187,989.4277645106689,0.005655645489778244,0.03897143180043097,0.05431569916085768,0.0003167180160990046,0.005338927473679239,0.011483079479080012
130,North America,Latin America & Caribbean,Cuba,Republic of Cuba,Cuba,3. Upper middle income,1.1409837249773316,0.0,206958.098192412,3695658.5199406864,11199230.055447603,29161381.968812175,36250303.13552457,64653754.45452636,369.5658519940686,2546.572344887149,3549.237248571418,20.695809819241198,348.87004217482746,750.3571535506916
