UID,CONTINENT,REGION_WB,WB_NAME,FORMAL_EN,NAME_EN,INCOME_GRP,cropland_area,cum_2030,cum_2040,cum_2050,cum_2060,cum_2075,cum_2080,cum_2100,25_50,50_75,75_100,30_40,40_50,50_60
146,Africa,Sub-Saharan Africa,Ghana,Republic of Ghana,Ghana,4. Lower middle income,2.4513960633128145,0.0,555163.3618480582,10915555.602816377,39054401.29860497,101994170.32679059,123580619.30592532,209926415.2224643,1091.5555602816378,9107.86147239742,10793.22448956737,55.516336184805816,1036.039224096832,2813.8845695788596
147,Africa,Sub-Saharan Africa,Guinea-Bissau,Republic of Guinea-Bissau,Guinea-Bissau,5. Low income,0.04875568703504803,0.0,36300.22139719332,713730.6102776537,2553632.87835662,6669047.740760044,8080511.340435177,13726365.739135712,71.37306102776537,595.531713048239,705.7317998375668,3.6300221397193324,67.74303888804603,183.99022680789665
158,Africa,Sub-Saharan Africa,Mauritania,Islamic Republic of Mauritania,Mauritania,5. Low income,0.04151168281691098,0.0,174.5666756849495,3432.309092759243,12280.343902502236,32071.250512502866,38858.93661914053,66009.68104569119,0.3432309092759243,2.863894141974362,3.3938430533188324,0.01745666756849495,0.32577424170742936,0.8848034809742993
160,Africa,Sub-Saharan Africa,"Gambia, The",Republic of the Gambia,The Gambia,5. Low income,0.23027629628163115,0.0,29134.61136310061,572841.2430563259,2049549.523703691,5352587.57689095,6485430.348832765,11016801.436600022,57.284124305632595,477.9746333834624,566.4213859709072,2.913461136310061,54.37066316932253,147.67082806473653
205,Africa,Sub-Saharan Africa,Cabo Verde,Republic of Cabo Verde,Cape Verde,4. Lower middle income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Africa,Middle East & North Africa,Djibouti,Republic of Djibouti,Djibouti,4. Lower middle income,5.810191603135492e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Africa,Middle East & North Africa,Morocco,Kingdom of Morocco,Morocco,4. Lower middle income,6.100245109746117,0.0,187083.33293262828,3516385.633727544,11734701.298114775,29640973.138024975,35779563.10341346,60333922.96496742,351.6385633727544,2612.4587504297433,3069.294982694245,18.70833329326283,332.9302300794916,821.831566438723
69,Africa,Middle East & North Africa,Libya,Libya,Libya,3. Upper middle income,0.8700029699967841,0.0,6208.283756903082,116689.81662166373,389411.25496962765,983623.5499282526,1187330.1430010502,2002156.5152922403,11.668981662166374,86.69337333065889,101.85329653639877,0.6208283756903081,11.048153286476065,27.272143834796392
70,Africa,Middle East & North Africa,Tunisia,Republic of Tunisia,Tunisia,3. Upper middle income,1.9550436845523502,0.0,36640.15454555866,688681.9421159079,2298233.9600702384,5805166.177198115,7007405.208852777,11816361.335471427,68.86819421159079,511.64842350822073,601.1195158273313,3.664015454555866,65.20417875703492,160.95520179543306
117,Africa,Middle East & North Africa,Algeria,People's Democratic Republic of Algeria,Algeria,3. Upper middle income,5.60144224496639,0.0,172792.77389584944,3247782.7832910456,10838333.679198854,27376815.93119853,33046503.18394103,55725252.19491103,324.7782783291046,2412.9033147907485,2834.84362637125,17.279277389584944,307.4990009395196,759.0550895907808
156,Africa,Middle East & North Africa,"Egypt, Arab Republic of",Arab Republic of Egypt,Egypt,4. Lower middle income,3.19380661311605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,North America,Latin America & Caribbean,Haiti,Republic of Haiti,Haiti,5. Low income,0.07355158730372939,0.0,132948.44518111585,916134.5108396908,2313062.576892827,4947801.670745338,5830840.378264574,9362995.208341522,91.61345108396908,403.16671599056474,441.51935375961835,13.294844518111585,78.3186065658575,139.69280660531362
109,North America,Latin America & Caribbean,Dominican Republic,Dominican Republic,Dominican Republic,3. Upper middle income,0.3257636977079182,0.0,481207.30634589936,3315951.6804511277,8372137.113147696,17908583.369061414,21104744.687575676,33889389.96163273,331.59516804511276,1459.2631688610286,1598.0806592571314,48.12073063458993,283.4744374105228,505.6185432696568
172,North America,Latin America & Caribbean,"Bahamas, The",Commonwealth of the Bahamas,The Bahamas,2. High income: nonOECD,0.0010182880193894007,0.0,1512.4467659845184,10422.120215386405,26313.839241786685,56287.13164307481,66332.7477133282,106515.21199434173,1.0422120215386406,4.5865011427688405,5.022808035126692,0.15124467659845184,0.8909673449401887,1.589171902640028
183,North America,Latin America & Caribbean,Trinidad and Tobago,Republic of Trinidad and Tobago,Trinidad and Tobago,2. High income: nonOECD,0.002650570131511647,0.0,14605.605587839373,100645.77522891774,254111.1304616196,543561.3754738652,640571.2732823832,1028610.8645164558,10.064577522891774,44.29156002449475,48.50494890425906,1.4605605587839372,8.604016964107839,15.346535523270187
184,North America,Latin America & Caribbean,Grenada,Grenada,Grenada,3. Upper middle income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,North America,Latin America & Caribbean,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,3. Upper middle income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,North America,Latin America & Caribbean,Barbados,Barbados,Barbados,2. High income: nonOECD,0.0065958687589253995,0.0,25410.211909461974,175099.24261464344,442091.74585398944,945664.9814020324,1114438.6789940095,1789533.4693619187,17.509924261464345,77.0565738787389,84.38684879598863,2.5410211909461973,14.968903070518147,26.699250323934596
187,North America,Latin America & Caribbean,Saint Lucia,Saint Lucia,Saint Lucia,3. Upper middle income,0.00018268264765573415,0.0,1389.9439630371571,9577.96558611051,24182.511954160265,51728.07439145955,60960.031327642166,97887.85907237264,0.957796558611051,4.215010880534904,4.615978468091309,0.1389943963037157,0.8188021623073353,1.4604546368049756
188,North America,Latin America & Caribbean,Dominica,Commonwealth of Dominica,Dominica,3. Upper middle income,5.159425516178833e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,North America,Latin America & Caribbean,Antigua and Barbuda,Antigua and Barbuda,Antigua and Barbuda,3. Upper middle income,0.0010678605833192966,0.0,705.864049243653,4864.0389482720375,12280.758262763353,26269.395760206233,30957.718943521995,49711.01167678504,0.48640389482720375,2.1405356811934193,2.344161591657881,0.0705864049243653,0.4158174899028385,0.7416719314491316
191,North America,Latin America & Caribbean,Saint Kitts and Nevis,Federation of Saint Kitts and Nevis,Saint Kitts and Nevis,2. High income: nonOECD,0.00023147795457831714,0.0,253.1964518158002,1744.7515630183661,4405.16048532445,9422.944552787836,11104.666119785437,17831.552387775842,0.1744751563018366,0.767819298976947,0.8408607834988007,0.02531964518158002,0.1491555111202566,0.2660408922306084
197,North America,Latin America & Caribbean,Jamaica,Jamaica,Jamaica,3. Upper middle income,0.023519137299661184,0.0,51407.78313088445,354245.9198210718,894402.4817972162,1913189.0930939072,2254637.707332935,3620432.1642890484,35.42459198210718,155.89431732728355,170.72430711951412,5.140778313088445,30.283813669018734,54.01565619761445
26,North America,Latin America & Caribbean,Costa Rica,Republic of Costa Rica,Costa Rica,3. Upper middle income,0.14326814899421925,0.0,764275.1322717764,5266543.91103927,13297005.500886926,28443219.258501984,33519506.71768187,53824656.55440142,526.6543911039271,2317.6675347462715,2538.1437295899436,76.42751322717764,450.2268778767494,803.0461589847656
27,North America,Latin America & Caribbean,Nicaragua,Republic of Nicaragua,Nicaragua,4. Lower middle income,0.20141425504611052,0.0,747638.5709955317,5151903.02218868,13007559.413391562,27824073.953222755,32789861.981236476,52653014.09329136,515.190302218868,2267.2170931034075,2482.8940140068603,74.76385709955318,440.42644511931485,785.5656391202882
112,North America,Latin America & Caribbean,El Salvador,Republic of El Salvador,El Salvador,4. Lower middle income,0.06546806385763516,0.0,351527.3638252592,2422340.0963139934,6115940.573131958,13082422.104883498,15417253.990935463,24756581.535143334,242.23400963139935,1066.0082008569505,1167.4159430259838,35.15273638252592,207.08127324887343,369.36004768179646
113,North America,Latin America & Caribbean,Guatemala,Republic of Guatemala,Guatemala,4. Lower middle income,0.2932236522743717,0.0,1517967.7478733854,10460164.752388861,26409894.344781265,56492600.18673982,66574886.416653514,106904031.33630832,1046.0164752388862,4603.2435434350955,5041.14311495685,151.79677478733853,894.2197004515476,1594.9729592392403
131,North America,Latin America & Caribbean,Honduras,Republic of Honduras,Honduras,4. Lower middle income,0.09650815694743403,0.0,224024.13877831586,1543728.055761478,3897614.9816784067,8337269.432708483,9825229.564099422,15777070.089663176,154.37280557614778,679.3541376947005,743.9800656954693,22.402413877831584,131.9703916983162,235.3886925916929
151,North America,Latin America & Caribbean,Mexico,United Mexican States,Mexico,3. Upper middle income,9.895400826426036,0.0,3921459.3823867734,27022386.521079205,68226303.30010433,145940806.28397772,171986995.99228624,276171754.8255204,2702.2386521079206,11891.84197628985,13023.094854154268,392.14593823867733,2310.092713869243,4120.391677902513
152,North America,Latin America & Caribbean,Belize,Belize,Belize,4. Lower middle income,0.0479143396684515,0.0,137132.69668183633,944967.7717072446,2385860.9879268124,5103522.533353997,6014352.8862143895,9657674.297655959,94.49677717072446,415.8554761646753,455.41517643019614,13.713269668183633,80.78350750254083,144.08932162195677
153,North America,Latin America & Caribbean,Panama,Republic of Panama,Panama,3. Upper middle income,0.09929155762747606,0.0,559472.2214995193,3855267.4254565905,9733805.13475495,20821285.93907106,24537279.95985728,39401256.04300218,385.52674254565903,1696.6018513614467,1857.997010393112,55.94722214995193,329.5795203957071,587.853770929836
2,South America,Latin America & Caribbean,Chile,Republic of Chile,Chile,3. Upper middle income,1.2120761104257975,0.0,1268170.9531749175,8738839.888388803,22063881.746757463,47196177.0772241,55619322.13829985,89311902.3826029,873.8839888388803,3845.7337188835295,4211.57253053788,126.81709531749175,747.0668935213886,1332.5041858368659
3,South America,Latin America & Caribbean,Bolivia,Plurinational State of Bolivia,Bolivia,4. Lower middle income,2.3048500444505637,0.0,2064901.8985504948,14229033.579019316,35925559.71591401,76847270.00496395,90562272.84810396,145422284.22066396,1422.9033579019315,6261.823642594463,6857.501421570001,206.4901898550495,1216.413168046882,2169.6526136894695
4,South America,Latin America & Caribbean,Peru,Republic of Peru,Peru,3. Upper middle income,0.8994417529617217,0.0,210850.44890539025,1452949.4692857575,3668416.5957691562,7846998.149924045,9247459.115282616,14849302.976716904,145.29494692857574,639.4048680638289,700.2304826792858,21.085044890539024,124.20990203803673,221.54671264833985
5,South America,Latin America & Caribbean,Argentina,Argentine Republic,Argentina,3. Upper middle income,42.09289833325311,0.0,7440610.289064581,51272505.355250195,129453166.49196595,276909323.5309824,326329584.7747985,524010629.7500633,5127.25053552502,22563.68181757322,24710.13062190809,744.0610289064581,4383.189506618562,7818.066113671575
21,South America,Latin America & Caribbean,Suriname,Republic of Suriname,Suriname,3. Upper middle income,0.032627089071502254,0.0,135970.98697528229,936962.5456792023,2365649.33939055,5060288.411893015,5963402.731396337,9575860.009409627,93.69625456792023,412.33258662138127,451.55715975166123,13.597098697528228,80.099155870392,142.86867937113476
22,South America,Latin America & Caribbean,Guyana,Co-operative Republic of Guyana,Guyana,4. Lower middle income,0.1162361144294399,0.0,488197.3673783563,3364119.4956969963,8493751.53716256,18168725.07743481,21411314.125518776,34381670.317854635,336.41194956969963,1480.4605581737817,1621.2945240419824,48.819736737835626,287.592212831864,512.9632041465562
42,South America,Latin America & Caribbean,Brazil,Federative Republic of Brazil,Brazil,3. Upper middle income,46.06970319508584,0.0,114813488.32091524,791168327.0713478,1997547115.3185976,4272892161.8032937,5035479149.522926,8085827100.401462,79116.83270713479,348172.3834731946,381293.4938598168,11481.348832091524,67635.48387504327,120637.87882472496
43,South America,Latin America & Caribbean,Uruguay,Oriental Republic of Uruguay,Uruguay,3. Upper middle income,2.5869777600596575,0.0,2716321.103639693,18717898.522065233,47259076.1260414,101090449.58412422,119132154.9481665,191298976.4043357,1871.7898522065234,8237.2551062059,9020.852682021148,271.6321103639693,1600.157741842554,2854.1177603976166
132,South America,Latin America & Caribbean,Ecuador,Republic of Ecuador,Ecuador,3. Upper middle income,0.3296547529364009,0.0,1036638.3564820633,7143371.796034005,18035633.172571573,38579473.30766674,45464787.334662296,73006043.44264452,714.3371796034005,3143.6101511632737,3442.657013497778,103.66383564820633,610.6733439551941,1089.226137653757
133,South America,Latin America & Caribbean,Colombia,Republic of Colombia,Colombia,3. Upper middle income,0.7351432937670003,0.0,3066611.2217743993,21131712.881399307,53353490.8610837,114126826.42472123,134495145.934217,215968423.97220016,2113.1712881399308,9299.511354332193,10184.159754747892,306.66112217743995,1806.5101659624909,3222.1777979684393
134,South America,Latin America & Caribbean,Paraguay,Republic of Paraguay,Paraguay,4. Lower middle income,2.5178764734239945,0.0,5291232.906153171,36461359.61660763,92057886.07887541,196918218.77045918,232062394.0954702,372639095.39551425,3646.135961660763,16045.685915385155,17572.087662505506,529.1232906153172,3117.0126710454456,5559.6526462267775
154,South America,Latin America & Caribbean,"Venezuela, Republica Bolivariana de",Bolivarian Republic of Venezuela,Venezuela,3. Upper middle income,0.5964679878897143,0.0,931914.9838578292,6421733.452525096,16213635.827562189,34682094.3098876,40871839.52836358,65630820.4022675,642.1733452525096,2826.0360857362507,3094.8726092379898,93.19149838578292,548.9818468667266,979.1902375037092
35,North America,Latin America & Caribbean,Saint-Martin (Fr.),Saint-Martin (French part),Saint Martin,2. High income: nonOECD,5.882907605469712e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,North America,Latin America & Caribbean,Sint Maarten (Neth.),Sint Maarten (Dutch part),Sint Maarten,2. High income: nonOECD,2.7600739333954926e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,North America,Latin America & Caribbean,Guantanamo Bay (US),,Guantanamo Bay Naval Base,2. High income: nonOECD,9.827277898886356e-05,0.0,24.541225581208796,169.11114426812975,426.9729548596631,913.3248363109888,1076.3267585120825,1728.3344473164582,0.016911114426812975,0.07442136920428591,0.08150096110054694,0.0024541225581208794,0.014456991868692095,0.025786181059153337
130,North America,Latin America & Caribbean,Cuba,Republic of Cuba,Cuba,3. Upper middle income,1.1409837249773316,0.0,1603636.3943408476,11050498.873399815,27900373.90538838,59680839.59446482,70332133.8390905,112937310.81759319,1105.0498873399815,4863.0340721065,5325.6471223128365,160.36363943408477,944.6862479058966,1684.9875031988568
