UID,CONTINENT,REGION_WB,WB_NAME,FORMAL_EN,NAME_EN,INCOME_GRP,cropland_area,cum_2030,cum_2040,cum_2050,cum_2060,cum_2075,cum_2080,cum_2100,25_50,50_75,75_100,30_40,40_50,50_60
120,Africa,Sub-Saharan Africa,Burundi,Republic of Burundi,Burundi,5. Low income,0.3349223475729101,0.0,62759.6235525856,1093818.9399528175,4041109.2164245057,12008668.44372243,15216156.078720592,28078631.18777299,109.38189399528176,1091.4849503769615,1606.9962744050558,6.27596235525856,103.10593164002319,294.72902764716883
121,Africa,Sub-Saharan Africa,Rwanda,Republic of Rwanda,Rwanda,5. Low income,0.7355171060194965,0.0,92246.36733984588,1607734.6871531936,5939768.662353199,17650775.734718326,22365257.20970901,41270988.89905068,160.77346871531935,1604.3041047565132,2362.021316433236,9.224636733984587,151.54883198133476,433.20339752000046
128,Africa,Sub-Saharan Africa,Uganda,Republic of Uganda,Uganda,5. Low income,4.716126520544364,0.0,526178.6234864837,9170611.797656437,33880784.56326539,100681047.36684836,127572722.82788958,235412111.66424152,917.0611797656437,9151.043556919194,13473.106429739315,52.61786234864837,864.4433174169953,2471.017276560895
167,Africa,Sub-Saharan Africa,Madagascar,Republic of Madagascar,Madagascar,5. Low income,1.6914452438204324,0.0,543074.5591517565,9465086.069373738,34968718.45247745,103913980.86716993,131669165.40714432,242971346.7147836,946.5086069373738,9444.889479779618,13905.73658476137,54.307455915175645,892.2011510221982,2550.363238310371
180,Seven seas (open ocean),Sub-Saharan Africa,Seychelles,Republic of Seychelles,Seychelles,3. Upper middle income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Seven seas (open ocean),Sub-Saharan Africa,Mauritius,Republic of Mauritius,Mauritius,3. Upper middle income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Africa,Sub-Saharan Africa,Comoros,Union of the Comoros,Comoros,5. Low income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Africa,Sub-Saharan Africa,"Congo, Rep. of",Republic of the Congo,Republic of the Congo,4. Lower middle income,0.1388941780570613,0.0,79295.08519738077,1382010.6164498185,5105832.085493767,15172627.4545641,19225201.241492853,35476590.3016409,138.20106164498185,1379.061683811428,2030.3962847076796,7.929508519738078,130.27155312524377,372.3821469043948
29,Africa,Sub-Saharan Africa,"Congo, Democratic Republic of",Democratic Republic of the Congo,Democratic Republic of the Congo,5. Low income,3.0910198487383056,0.0,1115072.2418155058,19434264.71466142,71799804.68818682,213362223.74789914,270350781.44305706,498882887.6487245,1943.426471466142,19392.79590332377,28552.06639008254,111.50722418155058,1831.9192472845912,5236.55399735254
82,Africa,Sub-Saharan Africa,Central African Republic,Central African Republic,Central African Republic,5. Low income,0.20764870973791472,0.0,45613.117374980146,794977.5487936102,2937041.0238270303,8727789.815083504,11058962.337993596,20407290.987389974,79.49775487936103,793.2812266289893,1167.950117230647,4.5613117374980146,74.93644314186301,214.20634750334202
98,Africa,Sub-Saharan Africa,Angola,People's Republic of Angola,Angola,3. Upper middle income,2.4990938215683816,0.0,821814.3251848212,14323159.112936825,52916847.73907865,157249122.8405308,199250000.7471045,367679409.71408933,1432.3159112936823,14292.596372759399,21043.02868735585,82.18143251848211,1350.1344787752003,3859.3688626141825
110,Africa,Sub-Saharan Africa,Chad,Republic of Chad,Chad,5. Low income,4.897240573428541,0.0,535606.4810424144,9334927.142046826,34487846.873454146,102485009.99624419,129858519.71350643,239630131.47090957,933.4927142046826,9315.008285419737,13714.512147466537,53.560648104241444,879.9320661004411,2515.2919731407324
141,Africa,Sub-Saharan Africa,Cameroon,Republic of Cameroon,Cameroon,4. Lower middle income,1.7266749987491399,0.0,307459.88315538986,5358627.481078803,19797425.433232374,58830559.961295426,74544066.79348011,137557432.23861802,535.8627481078803,5347.193248021662,7872.687227732259,30.745988315538987,505.11675979234127,1443.879795215357
142,Africa,Sub-Saharan Africa,Gabon,Gabonese Republic,Gabon,3. Upper middle income,0.0030775853510191255,0.0,1771.0120222181467,30866.445385275743,114035.94540983353,338872.2713871013,429384.27323074156,792350.0904894555,3.0866445385275743,30.80058260018256,45.34778191023542,0.17710120222181466,2.9095433363057595,8.316950002455778
159,Africa,Sub-Saharan Africa,Equatorial Guinea,Republic of Equatorial Guinea,Equatorial Guinea,2. High income: nonOECD,1.5978027937821871e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,Africa,Sub-Saharan Africa,São Tomé and Príncipe,Democratic Republic of São Tomé and Principe,São Tomé and Príncipe,4. Lower middle income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Africa,Sub-Saharan Africa,Sudan,Republic of the Sudan,Sudan,4. Lower middle income,15.603686941056752,0.0,223974.00987299185,3903576.8570374846,14421747.364034526,42856050.95005329,54302803.28161632,100205884.97636506,390.3576857037485,3895.2474093015803,5734.983402631177,22.397400987299186,367.9602847164493,1051.8170506997042
33,Africa,Sub-Saharan Africa,Namibia,Republic of Namibia,Namibia,3. Upper middle income,0.5021300033981831,0.0,17642.373802121656,307483.7215095602,1135997.2436995734,3375759.852548785,4277417.520633848,7893191.182887419,30.74837215095602,306.8276131039225,451.74313303386344,1.7642373802121656,28.98413477074385,82.85135221900131
34,Africa,Sub-Saharan Africa,South Africa,Republic of South Africa,South Africa,3. Upper middle income,7.124546422874153,0.0,66260.02492641691,1154826.4014925675,4266501.01217233,12678448.744158264,16064833.152090177,29644709.40209864,115.48264014925675,1152.3622342665697,1696.6260657940377,6.626002492641691,108.85663765661506,311.16746106797626
103,Africa,Sub-Saharan Africa,Botswana,Republic of Botswana,Botswana,3. Upper middle income,0.24673109190795076,0.0,880.5375750659842,15346.629288499276,56698.05375785488,168485.45597707172,213487.53254002225,393952.16888988396,1.5346629288499276,15.313882668857245,22.546671291281225,0.08805375750659843,1.4466091713433291,4.135142446935561
119,Africa,Sub-Saharan Africa,eSwatini,Kingdom of eSwatini,eSwatini,4. Lower middle income,0.09336673106761476,0.0,1911.66226971983,33317.79700145436,123092.45307029133,365784.83225292613,463485.11701134645,855276.9565621894,3.331779700145436,33.24670352514718,48.94921243092632,0.191166226971983,3.140613473173453,8.977465606883698
140,Africa,Sub-Saharan Africa,Lesotho,Kingdom of Lesotho,Lesotho,4. Lower middle income,0.23128408800399264,0.0,3069.7331730997585,53501.47268688712,197660.95326214563,587374.5857567731,744260.982425663,1373397.4286846907,5.350147268688712,53.3873113069886,78.60228429279177,0.30697331730997585,5.043173951378736,14.41594805752585
79,Africa,Sub-Saharan Africa,Sierra Leone,Republic of Sierra Leone,Sierra Leone,5. Low income,0.024661928714871103,0.0,19672.321016497142,342863.071870512,1266706.0965019588,3764177.7823546887,4769580.98333564,8801388.777720638,34.2863071870512,342.13147104841767,503.7210995365949,1.9672321016497143,32.31907508540148,92.38430246314468
80,Africa,Sub-Saharan Africa,Guinea,Republic of Guinea,Guinea,5. Low income,0.2744252843050029,0.0,121089.66657775803,2110436.029373963,7796996.5388836125,23169763.863780946,29358354.334671494,54175469.76900554,211.0436029373963,2105.932783440698,3100.570590522459,12.108966657775804,198.9346362796205,568.6560509509649
81,Africa,Sub-Saharan Africa,Liberia,Republic of Liberia,Liberia,5. Low income,0.0006522529549301334,0.0,159.1915115988549,2774.5018311119607,10250.384694542638,30460.31785458158,38596.198475697216,71222.22042429986,0.27745018311119607,2.768581602346962,4.076190256971828,0.01591915115988549,0.26153103195131056,0.7475882863430677
92,Africa,Sub-Saharan Africa,Côte d'Ivoire,Republic of Ivory Coast,Ivory Coast,4. Lower middle income,1.1122729815353802,0.0,203051.41367963562,3538923.10843585,13074535.70911349,38852640.6928617,49230091.38137043,90845123.57039979,353.892310843585,3531.3717584425854,5199.24828775381,20.30514136796356,333.58716947562147,953.5612600677639
94,Africa,Sub-Saharan Africa,Mali,Republic of Mali,Mali,5. Low income,5.12657482952839,0.0,453259.0500543002,7899718.092461218,29185473.41297408,86728334.924731,109893273.08408818,202787922.84869757,789.9718092461218,7882.861683226979,11605.958792396657,45.32590500543002,744.6459042406917,2128.5755320512862
95,Africa,Sub-Saharan Africa,Senegal,Republic of Senegal,Senegal,4. Lower middle income,2.863567768289368,0.0,127865.14686708848,2228523.8738865564,8233271.556052479,24466210.396373216,31001078.74496633,57206817.01736387,222.85238738865564,2223.768652248666,3274.060662099065,12.786514686708848,210.06587270194677,600.4747682165922
96,Africa,Sub-Saharan Africa,Nigeria,Federal Republic of Nigeria,Nigeria,4. Lower middle income,27.256879120013068,0.0,4975239.555591473,86711980.54826747,320357027.08086354,951981526.8033023,1206253596.2070067,2225920243.693323,8671.198054826747,86526.95462550348,127393.87168900209,497.52395555914734,8173.674099267599,23364.504653259606
97,Africa,Sub-Saharan Africa,Benin,Republic of Benin,Benin,5. Low income,2.2222404859795915,0.0,431808.1860747518,7525857.320662259,27804246.451735392,82623843.87172224,104692481.94067527,193190814.6404854,752.5857320662259,7509.798655105998,11056.697076876317,43.180818607475175,709.4049134587508,2027.8389131073131
143,Africa,Sub-Saharan Africa,Niger,Republic of Niger,Niger,5. Low income,6.681380124247186,0.0,64503.94068745461,1124220.1280320494,4153426.27078319,12342432.812398009,15639068.140210483,28859037.99603661,112.42201280320494,1121.821268436596,1651.6605183638603,6.450394068745461,105.97161873445948,302.9206142751141
144,Africa,Sub-Saharan Africa,Burkina Faso,Burkina Faso,Burkina Faso,5. Low income,3.5152026502145794,0.0,330488.6874899501,5759989.709207906,21280256.40275934,63236980.208181985,80127431.72184654,147860510.34844306,575.9989709207906,5747.699049897407,8462.353014026108,33.04886874899501,542.9501021717956,1552.0266693551432
145,Africa,Sub-Saharan Africa,Togo,Togolese Republic,Togo,5. Low income,1.1006075307264827,0.0,219148.56486435424,3819475.601399358,14111035.64854095,41932731.68964391,53132867.57702767,98046982.75476572,381.9475601399358,3811.3256088244557,5611.425106512181,21.914856486435422,360.0327036535004,1029.156004714159
146,Africa,Sub-Saharan Africa,Ghana,Republic of Ghana,Ghana,4. Lower middle income,2.4513960633128145,0.0,421305.355394355,7342806.587228372,27127966.32992213,80614191.73836039,102146056.35914853,188491852.27568746,734.2806587228372,7327.138515113202,10787.766053732706,42.1305355394355,692.1501231834017,1978.5159742693756
147,Africa,Sub-Saharan Africa,Guinea-Bissau,Republic of Guinea-Bissau,Guinea-Bissau,5. Low income,0.04875568703504803,0.0,27547.707085223596,480120.84930437076,1773804.3457221051,5271084.529276218,6678979.045634669,12324833.4443352,48.01208493043708,479.09636799718476,705.3748915058982,2.7547707085223596,45.25731422191472,129.36834964177342
158,Africa,Sub-Saharan Africa,Mauritania,Islamic Republic of Mauritania,Mauritania,5. Low income,0.04151168281691098,0.0,132.47609693592753,2308.886760579893,8530.171884080195,25348.48736766276,32119.00985970374,59269.754286254385,0.23088867605798927,2.303960060708287,3.3921266918591626,0.013247609693592753,0.2176410663643965,0.6221285123500302
160,Africa,Sub-Saharan Africa,"Gambia, The",Republic of the Gambia,The Gambia,5. Low income,0.23027629628163115,0.0,22109.830435760858,385345.7035081934,1423657.9904382688,4230580.236471743,5360558.456866714,9891929.544633968,38.53457035081934,384.52345329635494,566.1349308162224,2.2109830435760855,36.32358730724325,103.83122869300753
205,Africa,Sub-Saharan Africa,Cabo Verde,Republic of Cabo Verde,Cape Verde,4. Lower middle income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Africa,Middle East & North Africa,Djibouti,Republic of Djibouti,Djibouti,4. Lower middle income,5.810191603135492e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Africa,Middle East & North Africa,Morocco,Kingdom of Morocco,Morocco,4. Lower middle income,6.100245109746117,0.0,142438.74479546738,2442492.587511111,8472083.244929457,23774328.962917127,29897693.964734316,54452053.826288275,244.2492587511111,2133.1836375406015,3067.772486337115,14.243874479546738,230.0053842715644,602.9590657418346
69,Africa,Middle East & North Africa,Libya,Libya,Libya,3. Upper middle income,0.8700029699967841,0.0,4726.771390083231,81053.11584790985,281142.6115418168,788941.3664920178,992142.725386241,1806969.097677431,8.105311584790986,70.78882506441079,101.80277311854132,0.47267713900832314,7.632634445782662,20.008949569390694
70,Africa,Middle East & North Africa,Tunisia,Republic of Tunisia,Tunisia,3. Upper middle income,1.9550436845523502,0.0,27896.539690474463,478360.6560773457,1659252.240972423,4656187.559647176,5855444.791643588,10664400.918262238,47.836065607734575,417.78269035698304,600.8213358615061,2.7896539690474462,45.046411638687125,118.08915848950771
117,Africa,Middle East & North Africa,Algeria,People's Democratic Republic of Algeria,Algeria,3. Upper middle income,5.60144224496639,0.0,131558.41002851448,2255920.1977018495,7824934.170352254,21958301.60078585,27613926.864965767,50292675.87593577,225.59201977018495,1970.2381403084003,2833.437427514992,13.155841002851448,212.4361787673335,556.9013972650405
156,Africa,Middle East & North Africa,"Egypt, Arab Republic of",Arab Republic of Egypt,Egypt,4. Lower middle income,3.19380661311605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,North America,Latin America & Caribbean,Haiti,Republic of Haiti,Haiti,5. Low income,0.07355158730372939,0.0,92746.76015101944,690738.3452707335,1763946.9030747784,4153478.2348830267,5036516.942402263,8568671.772479208,69.07383452707334,346.27398896122935,441.5193537596181,9.274676015101944,59.799158511971406,107.32085578040449
109,North America,Latin America & Caribbean,Dominican Republic,Dominican Republic,Dominican Republic,3. Upper middle income,0.3257636977079182,0.0,335697.1836999009,2500129.565748139,6384611.2424214585,15033527.249239897,18229688.567754157,31014333.841811202,250.01295657481387,1253.339768349176,1598.0806592571305,33.56971836999009,216.4432382048238,388.448167667332
172,North America,Latin America & Caribbean,"Bahamas, The",Commonwealth of the Bahamas,The Bahamas,2. High income: nonOECD,0.0010182880193894007,0.0,1055.1047607578632,7857.970621792645,20066.995031716273,47250.75735468781,57296.37342494119,97478.8377059547,0.7857970621792645,3.939278673289517,5.0228080351266895,0.10551047607578633,0.6802865861034783,1.2209024409923628
183,North America,Latin America & Caribbean,Trinidad and Tobago,Republic of Trinidad and Tobago,Trinidad and Tobago,2. High income: nonOECD,0.002650570131511647,0.0,10189.08191419857,75883.93998649146,193785.73934507673,456297.6636073781,553307.5614158962,941347.1526499685,7.5883939986491455,38.041372362088666,48.504948904259045,1.018908191419857,6.569485807229289,11.790179935858527
184,North America,Latin America & Caribbean,Grenada,Grenada,Grenada,3. Upper middle income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,North America,Latin America & Caribbean,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,3. Upper middle income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,North America,Latin America & Caribbean,Barbados,Barbados,Barbados,2. High income: nonOECD,0.0065958687589253995,0.0,17726.5317104152,132019.65395992104,337140.19402865425,793847.2839297778,962620.9815217551,1637715.771889664,13.201965395992104,66.18276299698567,84.38684879598863,1.77265317104152,11.429312224950584,20.51205400687332
187,North America,Latin America & Caribbean,Saint Lucia,Saint Lucia,Saint Lucia,3. Upper middle income,0.00018268264765573415,0.0,969.645031858376,7221.50297989121,18441.63988309005,43423.61424623797,52655.57118242059,89583.39892715104,0.722150297989121,3.6202111266346764,4.615978468091306,0.0969645031858376,0.6251857948032834,1.122013690319884
188,North America,Latin America & Caribbean,Dominica,Commonwealth of Dominica,Dominica,3. Upper middle income,5.159425516178833e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,North America,Latin America & Caribbean,Antigua and Barbuda,Antigua and Barbuda,Antigua and Barbuda,3. Upper middle income,0.0010678605833192966,0.0,492.4209800666958,3667.341612731511,9365.334825532964,22052.089148736795,26740.412332052554,45493.7050653156,0.36673416127315106,1.8384747536005286,2.34416159165788,0.04924209800666958,0.3174920632664815,0.5697993212801453
191,North America,Latin America & Caribbean,Saint Kitts and Nevis,Federation of Saint Kitts and Nevis,Saint Kitts and Nevis,2. High income: nonOECD,0.00023147795457831714,0.0,176.6335104984345,1315.49111324627,3359.3856358497846,7910.178643562746,9591.900210560347,16318.786478550752,0.13154911132462702,0.6594687530316476,0.8408607834988004,0.01766335104984345,0.11388576027478355,0.20438945226035146
197,North America,Latin America & Caribbean,Jamaica,Jamaica,Jamaica,3. Upper middle income,0.023519137299661184,0.0,35862.81378048791,267090.9539821202,682073.4136764754,1606044.41854762,1947493.0327866483,3313287.4897427605,26.70909539821202,133.89534645655,170.72430711951404,3.586281378048791,23.12281402016323,41.49824596943552
26,North America,Latin America & Caribbean,Costa Rica,Republic of Costa Rica,Costa Rica,3. Upper middle income,0.14326814899421925,0.0,533169.3972474344,3970818.458822889,10140327.333887152,23876925.5483107,28953213.007490586,49258362.844210126,397.08184588228886,1990.6107089487814,2538.1437295899423,53.316939724743435,343.76490615754545,616.9508875064263
27,North America,Latin America & Caribbean,Nicaragua,Republic of Nicaragua,Nicaragua,4. Lower middle income,0.20141425504611052,0.0,521563.49124136113,3884382.616784319,9919595.074092256,23357178.25025057,28322966.27826429,48186118.39031916,388.4382616784319,1947.279563346625,2482.894014006859,52.15634912413611,336.2819125542958,603.5212457307937
112,North America,Latin America & Caribbean,El Salvador,Republic of El Salvador,El Salvador,4. Lower middle income,0.06546806385763516,0.0,245230.5783253525,1826372.841557173,4664030.511382641,10982161.187556406,13316993.073608374,22656320.61781624,182.6372841557173,915.5788345999233,1167.4159430259833,24.523057832535248,158.11422632318207,283.76576698254684
113,North America,Latin America & Caribbean,Guatemala,Republic of Guatemala,Guatemala,4. Lower middle income,0.2932236522743717,0.0,1058956.2776548627,7886655.078305021,20140246.876756895,47423239.83900233,57505526.06891603,97834670.98857081,788.6655078305021,3953.6584760697315,5041.143114956848,105.89562776548627,682.7698800650157,1225.3591798451873
131,North America,Latin America & Caribbean,Honduras,Republic of Honduras,Honduras,4. Lower middle income,0.09650815694743403,0.0,156282.4825743988,1163925.329924917,2972330.2538338713,6998798.543574964,8486758.674965901,14438599.200529654,116.39253299249171,583.4873213650047,743.980065695469,15.62824825743988,100.76428473505182,180.84049239089543
151,North America,Latin America & Caribbean,Mexico,United Mexican States,Mexico,3. Upper middle income,9.895400826426036,0.0,2735666.8390120566,20374080.803624015,52029537.64274044,122511370.2648613,148557559.97316983,252742318.8064039,2037.4080803624015,10213.728946123729,13023.09485415426,273.56668390120564,1763.841396461196,3165.5456839116428
152,North America,Latin America & Caribbean,Belize,Belize,Belize,4. Lower middle income,0.0479143396684515,0.0,95665.75457641635,712477.7718121035,1819463.1407135637,4284199.564597288,5195029.91745768,8838351.328899248,71.24777718121035,357.17217927851846,455.41517643019597,9.566575457641635,61.68120172356871,110.69853689014602
153,North America,Latin America & Caribbean,Panama,Republic of Panama,Panama,3. Upper middle income,0.09929155762747606,0.0,390295.92160995305,2906757.698272133,7423022.443970791,17478622.573240727,21194616.59402695,36058592.67717184,290.6757698272133,1457.1864874968594,1857.9970103931114,39.02959216099531,251.64617766621797,451.6264745698659
2,South America,Latin America & Caribbean,Chile,Republic of Chile,Chile,3. Upper middle income,1.2120761104257975,0.0,884694.417180822,6588827.0037540505,16825967.55738539,39619270.80040088,48042415.861476645,81734996.10577968,658.8827003754051,3303.044379664683,4211.572530537879,88.4694417180822,570.4132586573228,1023.7140553631339
3,South America,Latin America & Caribbean,Bolivia,Plurinational State of Bolivia,Bolivia,4. Lower middle income,2.3048500444505637,0.0,1440505.4595362062,10728270.786530107,27396915.429431006,64510157.15989989,78225160.0030399,133085171.37559989,1072.8270786530106,5378.188637336978,6857.50142157,144.05054595362063,928.7765326993901,1666.86446429009
4,South America,Latin America & Caribbean,Peru,Republic of Peru,Peru,3. Upper middle income,0.8994417529617217,0.0,147092.32579382372,1095480.9586384527,2797543.031450353,6587235.745034861,7987696.7103934325,13589540.571827717,109.54809586384528,549.1754786396408,700.2304826792856,14.709232579382371,94.8388632844629,170.20620728119005
5,South America,Latin America & Caribbean,Argentina,Argentine Republic,Argentina,3. Upper middle income,42.09289833325311,0.0,5190677.460853085,38657953.70431969,98721285.9729334,232454112.92907798,281874374.1728942,479555419.14815885,3865.7953704319693,19379.61592247583,24710.130621908087,519.0677460853085,3346.727624346661,6006.33322686137
21,South America,Latin America & Caribbean,Suriname,Republic of Suriname,Suriname,3. Upper middle income,0.032627089071502254,0.0,94855.32906619621,706442.0679774559,1804049.6905121994,4247906.278317397,5151020.59782072,8763477.875834009,70.6442067977456,354.14642103399416,451.5571597516611,9.485532906619621,61.15867389112597,109.76076225347435
22,South America,Latin America & Caribbean,Guyana,Co-operative Republic of Guyana,Guyana,4. Lower middle income,0.1162361144294399,0.0,340573.5514764107,2536446.6748675657,6477354.685142498,15251905.631320726,18494494.67940469,31464850.871740546,253.64466748675656,1271.545895645316,1621.294524041982,34.05735514764107,219.58731233911553,394.0908010274933
42,South America,Latin America & Caribbean,Brazil,Federative Republic of Brazil,Brazil,3. Upper middle income,46.06970319508584,0.0,80095551.69220085,596517536.0231621,1523334077.9502213,3586919156.235863,4349506143.955497,7399854094.834029,59651.75360231621,299040.1620212701,381293.4938598166,8009.555169220085,51642.19843309613,92681.65419270592
43,South America,Latin America & Caribbean,Uruguay,Oriental Republic of Uruguay,Uruguay,3. Upper middle income,2.5869777600596575,0.0,1894944.9280825995,14112742.287403306,36039881.41414145,84861320.24749275,102903025.61153504,175069847.0677042,1411.2742287403305,7074.857796008944,9020.852682021146,189.49449280825996,1221.7797359320705,2192.713912673814
132,South America,Latin America & Caribbean,Ecuador,Republic of Ecuador,Ecuador,3. Upper middle income,0.3296547529364009,0.0,723173.9256597597,5385891.215388963,13754015.821952587,32385898.497929495,39271212.52492505,66812468.63290727,538.5891215388963,2700.000728254053,3442.6570134977774,72.31739256597596,466.2717289729203,836.8124606563624
133,South America,Latin America & Caribbean,Colombia,Republic of Colombia,Colombia,3. Upper middle income,0.7351432937670003,0.0,2139312.385901704,15932686.97525156,40687496.27131151,95804828.30871952,116173147.8182153,197646425.8561984,1593.2686975251559,7987.214133346796,10184.159754747889,213.9312385901704,1379.3374589349855,2475.480929605995
134,South America,Latin America & Caribbean,Paraguay,Republic of Paraguay,Paraguay,4. Lower middle income,2.5178764734239945,0.0,3691240.6804128285,27490787.553470653,70203558.12015152,165304834.3774516,200449009.7024626,341025711.0025066,2749.0787553470655,13781.404682398095,17572.087662505503,369.12406804128284,2379.9546873057825,4271.2770566680865
154,South America,Latin America & Caribbean,"Venezuela, Republica Bolivariana de",Bolivarian Republic of Venezuela,Venezuela,3. Upper middle income,0.5964679878897143,0.0,650117.3847596087,4841797.2320476025,12364556.407301962,29114207.36768915,35303952.58616513,60062933.46006904,484.17972320476025,2427.241013564155,3094.872609237989,65.01173847596087,419.1679847287994,752.275917525436
35,North America,Latin America & Caribbean,Saint-Martin (Fr.),Saint-Martin (French part),Saint Martin,2. High income: nonOECD,5.882907605469712e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,North America,Latin America & Caribbean,Sint Maarten (Neth.),Sint Maarten (Dutch part),Sint Maarten,2. High income: nonOECD,2.7600739333954926e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,North America,Latin America & Caribbean,Guantanamo Bay (US),,Guantanamo Bay Naval Base,2. High income: nonOECD,9.827277898886356e-05,0.0,17.120314266869944,127.50480478193494,325.61056883861664,766.6990476650097,929.7009698661036,1581.7086586704788,0.012750480478193493,0.06391942428830748,0.08150096110054691,0.0017120314266869943,0.0110384490515065,0.019810576405668173
130,North America,Latin America & Caribbean,Cuba,Republic of Cuba,Cuba,3. Upper middle income,1.1409837249773316,0.0,1118719.9657187287,8331749.558514283,21276890.057660773,50099637.1299203,60750931.37454596,103356108.35304864,833.1749558514283,4176.788757140602,5325.647122312834,111.87199657187287,721.3029592795555,1294.5140499146491
